pid,fms_id,current_phase,current_phase_norm,agency_project_name,forecast_completion,job_open_for_charges
,ACEHHC401,(Pending),pending,WOODHULL MEDICAL & MENTAL HEALTH CENTER ENERGY UPGRADE,,true
,ACEHHC407,(Pending),pending,Cumberland : Boiler Plant Replacement,,true
,ACEHHC408,(Pending),pending,COLER BOILER REPLACEMENT,,true
,ACEHHC409,(Pending),pending,LINCOLN  ENERGY UPGRADE,,true
,ACEHHC602,(Pending),pending,BELLEVUE LIGHTING AND CONTROLS UPGRADE,,true
,ACEHHC606,(Pending),pending,JMC ENERGY CONSERVATION MEASURES,,true
,ACEHHC803,(Pending),pending,QUEENS: ENERGY EFFICIENCY UPGRADES,,true
,ACEHHC901,(Pending),pending,LINCOLN ENERGY UPGRADES PHASE 2,,true
,CV192440,(Pending),pending,COVID 19: (NCB: X-Ray COVID 19),,true
,E24-0004,(Pending),pending,Elmhurst Hospital,,true
,E24-0005,(Pending),pending,Gouverneur Hospital,,true
,GABIHHC,(Pending),pending,GROUP ATTACHMENT BASED INTERVENTION,,true
,GOUV/MJR,(Pending),pending,GOUVERNEUR:  MAJOR MODERNIZATION,,true
,HOENERGY,(Pending),pending,Holding Code- Energy Projects,,true
,SAND1117,(Pending),pending,BHC: MEP MITIGATION,,true
,SAND1121,(Pending),pending,BHC: Elevate Security Systems,,true
,SAND1122,(Pending),pending,Bellevue H-Building Machine Room Cooling,,true
,SAND2605,(Pending),pending,SBH: MAJOR MITIGATION PROJECT,,true
,SAND3706,(Pending),pending,MHC: INSTALL ELECTRIC AND CHILLER QUICK CONNECTS,,true
,SAND67E,(Pending),pending,COLER RECONSTRUCTION AS A RESULT OF SANDY - CATEGORY E,,true
,SANDCOFW,(Pending),pending,Coler Flood Mitigation,,true
,SANDNEW,(Pending),pending,MISC CORPORATE-WIDE RECONSTRUCTION AS A RESULT OF SANDY,,true
,SEED-QN26,(Pending),pending,JNP: Queens Hospital,,true
,TKYHHC012,(Pending),pending,HHC -  Bellevue BMS Upgrade,,true
,TKYHHC013,(Pending),pending,COLER: LIGHTING UPGRADE,,true
,TKYHHC014,(Pending),pending,QUEENS: LIGHTING UPGRADE,,true
,TKYHHC17,(Pending),pending,Jacobi Medical Center Lighting Upgrade,,true
,TKYHHC903,(Pending),pending,BELLEVUE COMBINED HEAT AND POWER (CHP),,true
,TKYHHC904,(Pending),pending,HARLEM BOILER PLANT REPLACEMENT AND COMBINED HEAT AND POWER,,true
,TKYHHC905,(Pending),pending,NCB ENERGY EFFICIENY MEASURES,,true
,TKYHHC906,(Pending),pending,HHC - East New York Comprehensive Energy Upgrade,,true
,TKYHHC907,(Pending),pending,"Woodhull 5th Floor Roof Replacement, Bond+ Cap",,true
,TKYHHC908,(Pending),pending,HHC - McKinney Nursing Center Comp Energy Upgrade,,true
,TKYHHC910,(Pending),pending,HHC - Kings County D Building BMS Upgrade,,true
,WFF-HHC,(Pending),pending,HHC Fixture Replacement in City-owned Hospitals,,true
,REDHOOK,(Pending),pending,,,true
,SEAVIEW,(Pending),pending,,,true
,AGSIROREH,(Pending),pending,SIROVICH CENTER ROOF REHAB,,true
,HR25103FC,(Pending),pending,Construction: 103-00 Foster Ave Lease Renewal,,true
,HR258AVBO,(Pending),pending,Construction: 400 8th Ave Back Office,,true
,HR25EFOY,(Pending),pending,HRA FACILITIES & EQUIPMENT  OUTYEARS FOR UPGRADES,,true
,HR25FOSD2,(Pending),pending,102-50 Foster Ave Warehouse Space Construction,,true
,HR25FOST2,(Pending),pending,Construction at 102-50 Foster Ave to accomodate warehouses,,true
,HR25MUSSC,(Pending),pending,Construction: 88-11 165th Street Lease Renewal,,true
,HR25NORC,(Pending),pending,Construction: 32-20 Northern Blvd Consolidation,,true
,HR25PTMFC,(Pending),pending,Construction: 102-50 Foster Ave Print to Mail Relocation,,true
,HR25TREMC,(Pending),pending,555 E Tremont Construction,,true
,HR25VAND,(Pending),pending,470 Vanderbilt Renovations to accommodate staff from 15 MTC,,true
,HR25WBRWY,(Pending),pending,Construction:151 W Broadway Relocation,,true
,HRCNBDST,(Pending),pending,"Bedford Stuyvesant MSC Boiler Replacement, 1958 Fulton St",,true
,HRCNSJMS2,(Pending),pending,South Jamaica MSC renovation.,,true
,HRCNSJMSC,(Pending),pending,South Jamaica MSC renovation,,true
,NDF-JEROM,(Pending),pending,,,true
,PO79-PBXS,(Pending),pending,BUILDING RENOVATION  AT PATROL BOROUGH BRONX SOUTH,,true
3122,PO79LOCK,(Completed),completed,CITYWIDE LOCKER ROOM RENOVATION,,false
3123,PO79-MED,Pre-Design,pre-design,MEDICAL DIVISION RELOCATION,,true
3124,PO79PA13,Design,design,Elevator,2029-06-26T00:00:00.000,true
3125,PO79PA13,Design,design,Electrical Upgrade,2029-11-14T00:00:00.000,true
3126,PO79PA13,Pre-Design,pre-design,ROOF,,true
3127,PO79PA13,Design,design,ADA,2029-10-16T00:00:00.000,true
3128,PO79PADRS,Pre-Design,pre-design,POLICE ACADEMY DOORS & SMOKE PURGE SYSTEM,,true
3130,PO79RNSA,(Cancelled),cancelled,RODMAN'S NECK SOUND ABATEMENT,,false
3134,POD106COM,Pre-Design,pre-design,106TH PCT - UPGRADE COMMUNITY ROOM,,true
3136,POD47RENO,(Completed),completed,Renovate/Upgrade 47th Precinct.,2025-12-20T00:00:00.000,false
3138,POD50ELGE,Construction Procurement,construction procurement,50TH PCT REPLACE ELEVATORS AND GENERATORS,2028-10-28T00:00:00.000,true
3142,PO-KVEST,(Completed),completed,PEOPLE'S PRECINCTS VESTIBULE REDESIGN,,false
3143,PO-KVEST,(Cancelled),cancelled,PEOPLE'S PRECINCTS VESTIBULE REDESIGN,,false
3145,PO-KVEST,(Cancelled),cancelled,77 PCT,,false
3146,SANDCD08,Construction Procurement,construction procurement,TRANSIT DISTRICT 23 ELECTRICAL,2029-07-31T00:00:00.000,true
3147,SANDCD10,Construction Procurement,construction procurement,HARBOR GEORGE,2029-07-31T00:00:00.000,true
3148,SANDCD13,Construction Procurement,construction procurement,PROPERTY CLERK ELECTRICAL CONDUIT,2026-12-20T00:00:00.000,true
3149,SANDCD3,Construction Procurement,construction procurement,POLICE SERVICE AREA 1 (PSA1),2029-07-31T00:00:00.000,true
3150,SANDCD4,Construction Procurement,construction procurement,FLOYD BENNETT FIELD ELECTRICAL,2028-07-31T00:00:00.000,true
3151,SANDCD5,Construction Procurement,construction procurement,TRANSIT DISTRICT 34 ELECTRICAL,2029-07-31T00:00:00.000,true
3152,SANDCD6,Construction Procurement,construction procurement,HARBOR LAUNCH RANDALL'S ISLAND ELECTRICAL,2029-07-31T00:00:00.000,true
3153,SANDCD7,Construction Procurement,construction procurement,POLICE SERVICE AREA 4 (PSA4),2029-07-31T00:00:00.000,true
3154,SANDCONDT,Construction Procurement,construction procurement,ELECTRICAL CONDUIT REPLACEMENT (SANDY),2026-12-20T00:00:00.000,true
3155,SANDELEC2,Construction Procurement,construction procurement,PSA 1 ELECTRICAL SYSTEM REHABILITATION (SANDY),2026-12-20T00:00:00.000,true
3156,SANDWARE,Design,design,23RD STR WAREHOUSE RECONSTRUCTION,2032-02-18T00:00:00.000,true
3157,PO005PRP1,Pre-Design,pre-design,NEW PROPERTY CLERK FACILITY,,true
3159,PO79 PAL,(Cancelled),cancelled,POLICE ATHLETIC LEAGUE MASONRY,,false
3160,PO7911FR,Close-out,close-out,11 FRONT STR RENOVATION,2025-06-10T00:00:00.000,true
3161,PO79120AC,Construction,construction,120TH PCT - NEW HVAC SYSTEM,2026-09-15T00:00:00.000,true
3162,PO79137CS,Pre-Design,pre-design,137 centre street renovation,,true
3163,PO791PPDR,(Cancelled),cancelled,One Police Plaza Doors,,false
3164,PO791PPF,Design,design,EMERGENCY RECONSTRUCTION OF 1 POLICE PLAZA FACADE,2031-12-30T00:00:00.000,true
3165,PO79-52P,(Cancelled),cancelled,52ND PRECINCT RENOVATION,,false
3167,PO79-ADA,Design,design,7 PCT,2029-03-10T00:00:00.000,true
3168,PO79-ADA,Design,design,50 PCT,2029-03-10T00:00:00.000,true
3169,PO79-ADA,Design,design,67 PCT,2029-05-16T00:00:00.000,true
3170,PO79-ADA,Design,design,25 PCT,2029-03-10T00:00:00.000,true
3171,PO79-ADA,Design,design,90 PCT,2028-10-16T00:00:00.000,true
3172,PO79-ADA,Design,design,105 PCT,2028-10-16T00:00:00.000,true
3173,PO79-ADA,Design,design,114 PCT,2028-10-16T00:00:00.000,true
3174,PO79-ADA,Design,design,121 PCT,2028-10-16T00:00:00.000,true
3175,PO79-ADA,Pre-Design,pre-design,22/CPP,,true
3176,PO79-ADA,Pre-Design,pre-design,48 PCT,,true
3177,PO79-ADA,Pre-Design,pre-design,61 PCT,,true
3178,PO79-ADA,Pre-Design,pre-design,107 PCT,,true
3179,PO79-ADA,Pre-Design,pre-design,30 PCT,,true
3180,PO79-ADA,Pre-Design,pre-design,83 PCT,,true
3181,PO79-ADA,Pre-Design,pre-design,112 PCT,,true
3182,PO79-ADA2,Pre-Design,pre-design,MTS/14 PCT,,true
3183,PO79-ADA2,Pre-Design,pre-design,19 PCT,,true
3184,PO79-ADA2,Pre-Design,pre-design,34 PCT,,true
3185,PO79-ADA2,Pre-Design,pre-design,41 PCT,,true
3186,PO79-ADA2,Pre-Design,pre-design,42 PCT,,true
3187,PO79-ADA2,Pre-Design,pre-design,46 PCT,,true
3188,PO79-ADA2,Pre-Design,pre-design,47 PCT,,true
3189,PO79-ADA2,Pre-Design,pre-design,49 PCT,,true
3190,PO79-ADA2,Pre-Design,pre-design,69 PCT,,true
3191,PO79-ADA2,Pre-Design,pre-design,78 PCT,,true
3192,PO79-ADA2,Pre-Design,pre-design,109 PCT,,true
3193,PO79-ADA2,Pre-Design,pre-design,113 PCT,,true
3194,PO79-ADA2,Pre-Design,pre-design,122 PCT,,true
3195,PO79-ADA2,Pre-Design,pre-design,44 PCT,,true
3196,PO79-ADA2,Pre-Design,pre-design,60 PCT,,true
3197,PO79-ADA2,Pre-Design,pre-design,66 PCT,,true
3198,PO79-ADA2,Pre-Design,pre-design,72 PCT,,true
3199,PO79-ADA2,Pre-Design,pre-design,75 PCT,,true
3200,PO79-ADA2,Pre-Design,pre-design,84 PCT,,true
3201,PO79-ADA2,Pre-Design,pre-design,101 PCT,,true
3202,PO79-ADA2,Pre-Design,pre-design,106 PCT,,true
3203,PO79-ADA2,Pre-Design,pre-design,108 PCT,,true
3204,PO79-ADA2,Pre-Design,pre-design,20 PCT,,true
3205,PO79-ADA2,Pre-Design,pre-design,45 PCT,,true
3206,PO79-ADA2,Pre-Design,pre-design,123 PCT,,true
3207,PO79BATH,(Completed),completed,CITYWIDE BATHROOM RENOVATION,,false
3208,PO79BATH,(Completed),completed,PSA2,,false
3214,PO79BMAHH,Design,design,HWY # 3 SEPTIC TANK,2029-01-26T00:00:00.000,true
3215,PO79BMAHI,Close-out,close-out,"BOILER REPLACEMENT AT 68TH, 76TH AND 102ND PCTS",2025-05-30T00:00:00.000,true
3216,PO79BMAHI,Close-out,close-out,68 PCT,2025-05-30T00:00:00.000,true
3217,PO79BMAHI,Close-out,close-out,76 PCT,2025-05-30T00:00:00.000,true
3218,PO79BMAHI,(Cancelled),cancelled,102 PCT,,false
3219,PO79BMAHM,Design,design,101ST PCT HANDICAP RAMP,2028-10-16T00:00:00.000,true
3220,PO79BMAHO,Construction,construction,"HVAC REPLACEMENT FOR 20TH, 24TH AND 25TH PCTS",2026-12-15T00:00:00.000,true
3221,PO79BMAHO,Construction,construction,20 PCT,2026-12-15T00:00:00.000,true
3222,PO79BMAHO,Close-out,close-out,24 PCT,,true
3223,PO79BMAHO,Close-out,close-out,25 PCT,,true
3224,PO79BMAHS,Construction,construction,FIRING RANGE RECONSTRUCTION AT CONEY ISLAND,2026-11-01T00:00:00.000,true
3225,PO79BMAHX,(Completed),completed,63RD BATHROOM RENOVATION,2024-12-31T00:00:00.000,false
3226,PO79BMAHY,Design,design,26 PCT,2029-09-07T00:00:00.000,true
3227,PO79BMAHY,Design,design,42 PCT,2029-09-07T00:00:00.000,true
3228,PO79BMAHY,Design,design,46 PCT,2029-09-07T00:00:00.000,true
3231,PO79BMAII,Pre-Design,pre-design,FACADE AT NYPD'S FORENSIC LABORATORY,,true
3233,PO79BMAIZ,Construction Procurement,construction procurement,24th Precinct Facade,2029-10-31T00:00:00.000,true
3235,PO79BMAJF,Design,design,32ND PCT PARKING LOT,2033-01-15T00:00:00.000,true
3236,PO79BMAJJ,Construction,construction,7TH PRECINCT HVAC REPLACEMENT,2026-12-15T00:00:00.000,true
3238,PO79BMAJQ,Pre-Design,pre-design,1 Police Plaza Auditorium,,true
3240,PO79BMAJX,Design,design,46th PRECINCT ADA RAMP,2028-10-16T00:00:00.000,true
3241,PO79BMAJZ,(Completed),completed,"49TH, 115TH & MTN PCT HVAC REPLACEMENT",,false
3242,PO79BMAJZ,Construction,construction,49th PCT,2026-12-30T00:00:00.000,true
3243,PO79BMAJZ,Construction,construction,115 PCT,2026-12-30T00:00:00.000,true
3244,PO79BMAJZ,(Completed),completed,MTN,2023-09-29T00:00:00.000,false
3245,PO79BMAKB,Close-out,close-out,REPLACEMENT OF GASOLINE PIPES AT HARBOR GEORGE,2025-05-30T00:00:00.000,true
3246,PO79BMAKC,Pre-Design,pre-design,ELEVATOR REHABILITATION FOR MIDTOWN NORTH PCT,,true
3247,PO79BMAKD,(Completed),completed,RODMAN'S NECK BATHROOM TRAILERS,,false
3249,PO79BMAKG,Pre-Design,pre-design,FBF AVIATION AND DRIVER TRAINING UNIT ROOF REHABILITATION,,true
3251,PO79BMAKI,Pre-Design,pre-design,MTS,,true
3252,PO79BMAKI,(Cancelled),cancelled,HWY 3,,false
3253,PO79BMAKI,Pre-Design,pre-design,75 PCT,,true
3254,PO79BMAKI,Pre-Design,pre-design,77 PCT,,true
3256,PO79BMAKK,Close-out,close-out,REHABILITATION OF 48TH PCT ELEVATOR,2025-04-15T00:00:00.000,true
3258,PO79BMAKM,Design,design,PSA4 HVAC,2028-11-30T00:00:00.000,true
3259,PO79BMAKN,Close-out,close-out,SRG4,,true
3260,PO79BMAKN,Design,design,SRG4,2027-12-26T00:00:00.000,true
3261,PO79BMAKO,Construction Procurement,construction procurement,ROOF REPLACEMENT AT 49TH PCT,2028-09-30T00:00:00.000,true
3262,PO79BMAKP,(On-hold),on-hold,1PP STORM DRAIN,,true
3263,PO79BMAKX,Pre-Design,pre-design,IAB HVAC REPLACEMENT,,true
3265,PO79BMAKZ,Construction,construction,MOUNTED TROOP F AUGER COMPACTOR AND CONCRETE PAD,2026-09-25T00:00:00.000,true
3266,PO79BMALA,Pre-Design,pre-design,5TH PRECINCT CONSTRUCTION RENOVATION,,true
3267,PO79BMALC,(Completed),completed,BOILERS REPLACEMENT AT 52 & 108 PCT,,false
3268,PO79BMALC,Pre-Design,pre-design,52 PCT,,true
3269,PO79BMALC,Design,design,108 PCT,2029-08-01T00:00:00.000,true
3270,PO79BMALE,(Completed),completed,"Electric Upgrade and Generator at the 68th, 108th, and 120th Pcts.",,false
3271,PO79BMALE,Pre-Design,pre-design,68 PCT,,true
3272,PO79BMALE,Pre-Design,pre-design,108 PCT,,true
3273,PO79BMALE,Pre-Design,pre-design,120 PCT,,true
3274,PO79BMALG,(Completed),completed,101ST AND 103RD PRECINCT ROOF AND FACADE,,false
3275,PO79BMALG,Construction Procurement,construction procurement,101 PCT,2028-08-14T00:00:00.000,true
3276,PO79BMALG,Construction Procurement,construction procurement,103 PCT,2028-08-14T00:00:00.000,true
3278,PO79BMALI,(Completed),completed,FT. TOTTEN TANKS REPLACEMENT,,false
3279,PO79-BMS,Pre-Design,pre-design,BMS PROJECTS,,true
3280,PO79BMUPS,Close-out,close-out,ONE POLICE PLAZA UPS,2023-12-30T00:00:00.000,true
3283,PO79CWAC,(Completed),completed,CITYWIDE HVAC PROGRAM,,false
3284,PO79CWAC,Construction,construction,45 PCT,2026-12-15T00:00:00.000,true
3285,PO79CWAC,Construction,construction,46 PCT,2026-12-15T00:00:00.000,true
3286,PO79CWAC,Pre-Design,pre-design,1 PCT,,true
3287,PO79CWAC,Pre-Design,pre-design,CTTF,,true
3288,PO79CWAC,Pre-Design,pre-design,PAL,,true
3289,PO79CWAC,Design,design,88 PCT,2028-10-16T00:00:00.000,true
3290,PO79CWAC,Design,design,HWY 3,2028-08-26T00:00:00.000,true
3291,PO79CWAC,Pre-Design,pre-design,100 PCT,,true
3292,PO79CWAC,Pre-Design,pre-design,103 PCT,,true
3294,PO79FTTIL,Pre-Design,pre-design,K9 RELOCATION FROM BAT TO FORT TILDEN,,true
3295,PO79-GEN,(Completed),completed,PRECINCT GENERATORS LIFE CYCLE REPLACEMENTS,,false
3296,PO79-GEN,Pre-Design,pre-design,30 PCT,,true
3297,PO79-GEN,Pre-Design,pre-design,70 PCT,,true
3298,PO79-GEN,Pre-Design,pre-design,24 PCT,,true
3299,PO79-GEN,Pre-Design,pre-design,112 PCT,,true
3300,PO79-GEN,Pre-Design,pre-design,34 PCT,,true
3301,PO79-GEN,Pre-Design,pre-design,63 PCT,,true
3302,PO79-GEN,Pre-Design,pre-design,CAC,,true
3303,PO79-GEN,Pre-Design,pre-design,69 PCT,,true
3304,PO79-GEN,Pre-Design,pre-design,76 PCT,,true
3305,PO79-GEN,Pre-Design,pre-design,77 PCT,,true
3306,PO79-GEN,Pre-Design,pre-design,"FORT TOTTEN, BLDG 610 (TARU)",,true
3307,PO79-GEN,Pre-Design,pre-design,SRG4,,true
3308,PO79HCFDR,Design,design,HARBOR CHARLIE FLOATING DOCKS RENOVATION,2029-12-31T00:00:00.000,true
3309,PO79HQBB,Close-out,close-out,1 POLICE PLAZA SECURITY BARRIERS & BOOTHS,2025-03-30T00:00:00.000,true
3310,PO79HWAVE,Design,design,NYPD harbor George wave screen replacent,2028-09-15T00:00:00.000,true
4587,PO79LOCK,Design,design,104th Pct. Locker Room rehabilitation,2029-01-14T00:00:00.000,true
4588,PO79LOCK,Design,design,32nd Pct. Locker Room rehabilitation,2027-05-15T00:00:00.000,true
4590,PO-KVEST,(Completed),completed,PEOPLE'S PRECINCTS VESTIBULE REDESIGN,,false
4591,PO-Q106,Pre-Design,pre-design,106th Precinct Renovation,,true
4660,PO79112H,Pre-Design,pre-design,112 PCT,,true
4661,POD106REN,Construction Procurement,construction procurement,106 PCT,2029-02-16T00:00:00.000,true
4662,PO79LABB,Close-out,close-out,Police Laboratory,2024-08-08T00:00:00.000,true
5573,APINYPD02,Pre-Design,pre-design,DCAS funding for PO79137CS,,true
5574,PO79BMAKW,Pre-Design,pre-design,245 Glenmore Roof Replacement,,true
5575,PO79LABFR,Construction Procurement,construction procurement,Renovation of FAS firing range,2028-10-16T00:00:00.000,true
5576,PO-Q109,(Completed),completed,109th Pct. Locker Room Upgrade,,false
5716,ACEPOL241,Design,design,POLICE HQ LED LIGHTING AND CONTROLS UPGRADE,2028-02-02T00:00:00.000,true
5717,PO79ELE13,Design,design,13TH PRECINCT ELEVATOR REHABILITATION,2029-06-26T00:00:00.000,true
5718,SANDCD1,Construction Procurement,construction procurement,FRONT STREET PROPERTY CLERK,2029-07-31T00:00:00.000,true
5719,SANDCD2,Construction Procurement,construction procurement,MOUNTED TROOP E,2029-07-31T00:00:00.000,true
5720,PO79CWAC,Pre-Design,pre-design,104 PCT,,true
5811,PO79BMALK,Pre-Design,pre-design,49th Precinct Locker Room,,true
5812,PO79BTOWP,Pre-Design,pre-design,Bronx Tow Pound Renovation,,true
5860,PO79IAB,Pre-Design,pre-design,IAB Relocation,,true
7307,PO-D19TH,Design,design,19th Pct. Building Improvements,2028-08-20T00:00:00.000,true
7308,P-101SMSC,(Pending),pending,St. Mary's Park Argus Security Cameras - CD 1,,true
7599,HAM26TWSC,(Pending),pending,ITB,,true
,LN18ALRFW,(Pending),pending,Allerton - New Roof and Windows,,true
,LN18BEADA,(Pending),pending,BELMONT- ADA-compliant Restrooms,,true
,LN18RDADA,(Pending),pending,Riverdale - ADA-compliant Bathroom Renovation,,true
,LN22HUDPK,(Pending),pending,Hudson Park - Comprehensive Renovation,,true
,LN24GDNEW,(Pending),pending,GRAND CONCOURSE - New Branch Construction,,true
,LN25CIHVR,(Pending),pending,CITY ISLAND: HVAC and Roof Replacement,,true
,LN25CLHVA,(Pending),pending,MORNINGSIDE HEIGHTS: HVAC Replacement,,true
,LN26GRKCR,(Pending),pending,GREAT KILLS - Comprehensive Renovation,,true
,LN26WHWIN,(Pending),pending,WASHINGTON HEIGHTS - Windows Replacement,,true
,LN27SVCR,(Pending),pending,SOUNDVIEW - Comprehensive Renovation,,true
,LNBEREXRE,(Pending),pending,Belmont - Exterior Renovation,,true
,LNBERHVAC,(Pending),pending,Belmont - HVAC /Mechnical Systems Upgrade,,true
,LNLCGEDEN,(Pending),pending,EDENWALD - Comprehensive Renovation,,true
,LNLCGTSCN,(Pending),pending,Tompkins Square Library Comprehensive Renovation - CONS,,true
,LNRA18RCH,(Pending),pending,Richmondtown - New Boiler,,true
,LNVNADABA,(Pending),pending,Pelham Pkwy/Van Nest - ADA-compliant Bathroom,,true
,L23LPAFAS,(Pending),pending,LPA - Fire Alarm System Replacement,,true
,L23SCHOMB,(Pending),pending,SCHOMBURG CENTER - Decarbonization Project,,true
,L27LPROOF,(Pending),pending,Library for the Peforming Arts - Roof Replacement,,true
,L27SCHOMB,(Pending),pending,"SCHOMBURG - Courtyard, HVAC & Fire Alarm",,true
,LRLCGSCHR,(Pending),pending,SCHOMBURG - ADA Restrooms,,true
,DATACENTR,(Pending),pending,FISA Alternative Data Center,,true
,LQ122-GEN,(Pending),pending,SYSTEMWIDE - General Projects/Infrastructure,,true
,LQBCHREAD,(Pending),pending,BROAD CHANNEL: Library Seating Area,,true
,LQBC-RES,(Pending),pending,BROAD CHANNEL- Resiliency,,true
,LQBC-ROOF,(Pending),pending,BROAD CHANNEL: New roof,,true
,LQBP-XCES,(Pending),pending,SYSTEMWIDE - BP Excess Funding,,true
,LQBR-ROOF,(Pending),pending,BROADWAY - ROOF,,true
,LQCA19LHS,(Pending),pending,LANGSTON HUGHES:BMS SYSTEM,,true
,LQCA20MGR,(Pending),pending,McGoldrick: New Roof,,true
,LQCC-XCES,(Pending),pending,SYSTEMWIDE - CC Excess Funding,,true
,LQCEL-AUD,(Pending),pending,Central - Auditorium Renovation,,true
,LQCELHVAC,(Pending),pending,"CENTRAL: Facade Restoration, Replace HVAC, Roof Replacement",,true
,LQEFRENOV,(Pending),pending,EAST FLUSHING - Branch Renovation,,true
,LQFL-REP,(Pending),pending,"Flushing - Replacement of Roof, HVAC, and Cooling Tower",,true
,LQFLSVELV,(Pending),pending,Flushing Library - Service Elevator Modernization,,true
,LQGL-RES,(Pending),pending,Glendale - Resiliency,,true
,LQGORN-25,(Pending),pending,Glen Oaks - Site Renovation,,true
,LQHILRENO,(Pending),pending,HILLCREST: Renovation,,true
,LQLAHEXTR,(Pending),pending,LANGSTON HUGHES: Exterior Restoration,,true
,LQLERENOV,(Pending),pending,LEFFERTS - Branch Renovation,,true
,LQNN_27,(Pending),pending,FY27 NNs - QPL,,true
,LQNO-HVAC,(Pending),pending,NORTH HILLS - HVAC,,true
,LQPHRS-23,(Pending),pending,Poppenhusen - Resiliency,,true
,LQPMRN-23,(Pending),pending,Pomonok - Branch Renovation,,true
,LQPOMHVAC,(Pending),pending,POMONOK - HVAC System Replacement,,true
,LQQA21CTQ,(Pending),pending,Court Square - New Library Fit Out,,true
,LQQBH-RES,(Pending),pending,QUEENSBORO HILL - Resiliency,,true
,LQQV-TECH,(Pending),pending,QUEENS VILLAGE: Improvements,,true
,LQRVRN-25,(Pending),pending,Rochdale Village - Interior Renovation,,true
,LQSE-ROOF,(Pending),pending,SEASIDE: New Roof,,true
,LQSE-WIN,(Pending),pending,SEASIDE: Windows and Doors,,true
,LQSHORTFA,(Pending),pending,SYSTEMWIDE - Project Shortfalls,,true
,LQSTW-RES,(Pending),pending,STEINWAY- Resiliency,,true
,LQSTWSOLR,(Pending),pending,STEINWAY: Solar Panels,,true
,LQWHRN-26,(Pending),pending,Woodhaven - Branch Renovation,,true
,LQWP-MASO,(Pending),pending,WINDSOR PARK - MASONRY,,true
,LQWP-TECH,(Pending),pending,WINDSOR PARK: Improvement,,true
